structure_type,baseline_gpkwh,l3_om_gpkwh,om_2x_gpkwh,om_5x_gpkwh,om_10x_gpkwh
onshore,9.869547548286658,0.011308447945991283,9.880855996232649,9.914781340070622,9.971323579800579
bottom_fixed,9.223081985926331,0.02301369863013699,9.246095684556469,9.31513678044688,9.430205273597565
fawt,13.37252276671616,0.03450937620396281,13.407032142920123,13.510560271532013,13.683107152551827
semisubmersible,14.622867228926578,0.07964625643255781,14.702513485359136,14.94145225465681,15.3396835368196
spar,13.211077285874774,0.15495113394216134,13.366028419816935,13.83088182164342,14.605637491354226
