offshore_bop_addon_gpkwh,onshore_break_even_cf_vs_bottom_fixed,bottom_fixed_cf_required_to_beat_onshore_cf030,bottom_fixed_intensity_with_addon_gpkwh
0,0.3210276422787994,0.37379958669037255,9.223081985926331
0.5,0.3045191091437569,0.3937471660566103,9.723081985926331
1.0,0.2896254053877382,0.4159437416943761,10.223081985926331
2.0,0.263819178029609,0.46879858997405066,11.223081985926331
