structure_type,gfrp_intensity_gpkwh,cfrp_penalty_gpkwh,cfrp_intensity_gpkwh,additional_aep_required_pct
onshore,9.869547548286658,2.662669333157382,12.53221688144404,26.978636255920545
bottom_fixed,9.223081985926331,1.906529698363471,11.129611684289802,20.671286466635333
fawt,13.37252276671616,0.43260293817596995,13.80512570489213,3.2350136598959973
semisubmersible,14.622867228926578,1.6637992442514662,16.286666473178045,11.37806435772173
spar,13.211077285874774,1.9523216370008,15.163398922875574,14.77791397896229
